brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Maruti,2017.0,43608.0,Petrol,Trustmark Dealer,Manual,First Owner,585000.0
Maruti,2018.0,11212.0,Petrol,Trustmark Dealer,Automatic,First Owner,825000.0
Hyundai,2013.0,52000.0,Diesel,Dealer,Manual,First Owner,280000.0
Maruti,2016.0,49217.0,Petrol,Trustmark Dealer,Manual,First Owner,725000.0
Mahindra,2015.0,90000.0,Diesel,Individual,Manual,First Owner,300000.0
Hyundai,2015.0,70000.0,Petrol,Individual,Manual,First Owner,375000.0
Honda,2003.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,310000.0
Maruti,2011.0,149534.8,Diesel,Individual,Manual,Third Owner,375000.0
Ford,2016.0,106000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Tata,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,400000.0
Nissan,2014.0,80000.0,Diesel,Individual,Manual,Second Owner,550000.0
Maruti,2018.0,20000.0,Petrol,Individual,Manual,First Owner,270000.0
Maruti,2012.0,110000.0,Diesel,Individual,Manual,Second Owner,555000.0
Ford,2013.0,60000.0,Diesel,Individual,Manual,Second Owner,500000.0
Skoda,2010.0,130000.0,Diesel,Individual,Automatic,Second Owner,400000.0
Hyundai,2017.0,28838.0,Petrol,Individual,Manual,First Owner,280000.0
Tata,2008.0,149534.8,Petrol,Individual,Manual,First Owner,80000.0
Tata,2006.0,100000.0,Diesel,Individual,Manual,First Owner,55000.0
Maruti,2014.0,50000.0,Petrol,Individual,Manual,First Owner,250000.0
Mahindra,2010.0,149534.8,Diesel,Individual,Manual,Fourth & Above Owner,250000.0
Mahindra,2007.0,100000.0,Diesel,Individual,Manual,Second Owner,95000.0
Mahindra,2014.0,135000.0,Diesel,Individual,Manual,Second Owner,725000.0
Mahindra,2015.0,50000.0,Diesel,Individual,Manual,Third Owner,320000.0
Skoda,2014.0,135000.0,Diesel,Individual,Automatic,Third Owner,1200000.0
Chevrolet,2012.0,50000.0,Diesel,Individual,Manual,First Owner,160000.0
Honda,2018.0,19571.0,Diesel,Dealer,Manual,First Owner,790000.0
Honda,2018.0,29600.0,Petrol,Dealer,Manual,First Owner,1200000.0
Maruti,2011.0,70000.0,Petrol,Individual,Manual,First Owner,175000.0
Maruti,2018.0,15000.0,Diesel,Individual,Automatic,First Owner,950000.0
Maruti,2019.0,50000.0,Petrol,Individual,Manual,First Owner,340000.0
Renault,2017.0,13500.0,Diesel,Individual,Manual,First Owner,825000.0
Other,2018.0,22000.0,Petrol,Individual,Automatic,First Owner,1200000.0
Honda,2018.0,25000.0,Diesel,Dealer,Manual,First Owner,780000.0
Toyota,2010.0,80000.0,Petrol,Individual,Automatic,Third Owner,350000.0
Honda,2018.0,39000.0,Petrol,Dealer,Manual,First Owner,690000.0
Maruti,2016.0,60000.0,Petrol,Individual,Manual,First Owner,245000.0
Honda,2018.0,49000.0,Diesel,Dealer,Manual,First Owner,790000.0
Honda,2018.0,48600.0,Petrol,Dealer,Manual,First Owner,680000.0
Hyundai,2017.0,20000.0,Petrol,Individual,Manual,Second Owner,540000.0
Mahindra,2016.0,25000.0,Petrol,Individual,Manual,First Owner,425000.0
Maruti,2008.0,120000.0,Petrol,Individual,Manual,First Owner,140000.0
Maruti,2019.0,30000.0,Diesel,Individual,Manual,First Owner,1100000.0
Renault,2015.0,35000.0,Diesel,Individual,Manual,First Owner,715000.0
Other,2015.0,127643.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Tata,2018.0,54000.0,Petrol,Dealer,Manual,Second Owner,400000.0
Other,2014.0,102354.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Other,2014.0,62237.0,Petrol,Dealer,Automatic,First Owner,1200000.0
Hyundai,2005.0,90000.0,Petrol,Dealer,Manual,Second Owner,114999.0
Ford,2018.0,21394.0,Diesel,Dealer,Manual,First Owner,950000.0
Other,2015.0,32686.0,Petrol,Dealer,Manual,First Owner,310000.0
Mahindra,2006.0,1001.0,Diesel,Dealer,Manual,First Owner,575000.0
Renault,2017.0,22000.0,Diesel,Dealer,Manual,First Owner,490000.0
Hyundai,2017.0,53261.0,Petrol,Dealer,Manual,First Owner,480000.0
Other,2016.0,53000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Renault,2018.0,10000.0,Petrol,Dealer,Manual,First Owner,370000.0
Maruti,2017.0,14000.0,Diesel,Dealer,Manual,First Owner,835000.0
Volkswagen,2017.0,44000.0,Petrol,Dealer,Manual,First Owner,650000.0
Toyota,2014.0,39895.0,Diesel,Dealer,Manual,First Owner,670000.0
Chevrolet,2017.0,73000.0,Diesel,Dealer,Automatic,First Owner,950000.0
Honda,2014.0,17000.0,Petrol,Dealer,Manual,First Owner,690000.0
Volkswagen,2017.0,18591.0,Petrol,Dealer,Manual,First Owner,670000.0
Tata,2017.0,26766.0,Diesel,Dealer,Manual,First Owner,925000.0
Hyundai,2015.0,30000.0,Petrol,Individual,Manual,First Owner,250000.0
Tata,2016.0,42000.0,Diesel,Individual,Manual,First Owner,509999.0
Honda,2014.0,110000.0,Diesel,Individual,Manual,First Owner,520000.0
Tata,2005.0,100000.0,Diesel,Individual,Manual,First Owner,100000.0
Tata,2006.0,149534.8,Diesel,Individual,Manual,Second Owner,85000.0
Tata,2009.0,110000.0,Diesel,Individual,Manual,Third Owner,130000.0
Ford,2018.0,27620.0,Diesel,Dealer,Manual,First Owner,950000.0
Ford,2015.0,70000.0,Petrol,Individual,Manual,First Owner,450000.0
Honda,2012.0,50000.0,Petrol,Individual,Manual,Second Owner,320000.0
Maruti,2015.0,50000.0,Diesel,Individual,Manual,First Owner,480000.0
Other,2014.0,46000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Toyota,2012.0,82000.0,Diesel,Individual,Manual,First Owner,790000.0
Maruti,2016.0,120000.0,Petrol,Individual,Manual,First Owner,120000.0
Maruti,2006.0,80000.0,Petrol,Individual,Manual,Third Owner,75000.0
Tata,2010.0,70000.0,Petrol,Individual,Manual,First Owner,99000.0
Maruti,2018.0,20000.0,Diesel,Individual,Manual,First Owner,1015000.0
Mahindra,2013.0,149534.8,Diesel,Individual,Manual,Second Owner,250000.0
Toyota,2011.0,120000.0,Diesel,Individual,Manual,First Owner,520000.0
Hyundai,2018.0,30000.0,Diesel,Individual,Automatic,First Owner,1100000.0
Toyota,2005.0,149534.8,Diesel,Individual,Manual,First Owner,200000.0
Maruti,2016.0,60000.0,Diesel,Individual,Manual,First Owner,525000.0
Hyundai,2016.0,40000.0,Petrol,Individual,Manual,First Owner,500000.0
Mahindra,2016.0,149534.8,Diesel,Individual,Manual,First Owner,675000.0
Hyundai,2009.0,60000.0,Petrol,Individual,Manual,Third Owner,150000.0
Mahindra,2007.0,50000.0,Diesel,Individual,Manual,First Owner,250000.0
Hyundai,2018.0,6000.0,Petrol,Individual,Manual,First Owner,450000.0
Hyundai,2009.0,68000.0,Petrol,Individual,Manual,Second Owner,150000.0
Chevrolet,2012.0,85000.0,Diesel,Individual,Manual,First Owner,200000.0
Mahindra,2011.0,70000.0,Diesel,Individual,Automatic,First Owner,525000.0
Maruti,2001.0,35000.0,Petrol,Individual,Manual,Second Owner,60000.0
Maruti,2010.0,100000.0,Diesel,Individual,Manual,Second Owner,180000.0
Honda,2015.0,110000.0,Diesel,Individual,Manual,First Owner,475000.0
Mahindra,2010.0,149534.8,Diesel,Individual,Automatic,Second Owner,380000.0
Maruti,2015.0,46000.0,Petrol,Individual,Manual,Second Owner,285000.0
Maruti,2008.0,60000.0,Petrol,Individual,Manual,Second Owner,91200.0
Hyundai,2015.0,42000.0,Diesel,Individual,Manual,First Owner,400000.0
Hyundai,2006.0,90000.0,Petrol,Individual,Automatic,Second Owner,160000.0
Skoda,2012.0,85000.0,Diesel,Individual,Manual,Second Owner,650000.0
Hyundai,2012.0,120000.0,Diesel,Individual,Manual,Third Owner,409999.0
Ford,2013.0,72000.0,Diesel,Individual,Manual,First Owner,425000.0
Maruti,2013.0,71000.0,CNG,Individual,Manual,Second Owner,250000.0
Maruti,2009.0,110000.0,Petrol,Individual,Manual,Fourth & Above Owner,200000.0
Volkswagen,2010.0,144000.0,Diesel,Individual,Manual,Fourth & Above Owner,130000.0
Maruti,2017.0,30000.0,Petrol,Dealer,Manual,First Owner,260000.0
Hyundai,2007.0,65000.0,Petrol,Dealer,Manual,First Owner,155000.0
Honda,2015.0,38000.0,Diesel,Individual,Manual,First Owner,450000.0
Maruti,2012.0,90000.0,Petrol,Individual,Manual,Second Owner,220000.0
Hyundai,2018.0,37000.0,Diesel,Dealer,Manual,First Owner,650000.0
Maruti,2018.0,30000.0,Petrol,Dealer,Manual,First Owner,285000.0
Honda,2018.0,26000.0,Petrol,Dealer,Automatic,First Owner,725000.0
Maruti,2016.0,30000.0,Petrol,Dealer,Manual,First Owner,625000.0
Hyundai,2016.0,23000.0,Petrol,Dealer,Manual,First Owner,550000.0
Hyundai,2012.0,40000.0,Petrol,Dealer,Manual,First Owner,240000.0
Nissan,2014.0,27000.0,Diesel,Dealer,Manual,First Owner,600000.0
Tata,2012.0,65000.0,Diesel,Dealer,Manual,First Owner,350000.0
Hyundai,2015.0,32000.0,Petrol,Dealer,Manual,First Owner,245000.0
Mahindra,2016.0,56000.0,Diesel,Dealer,Manual,First Owner,600000.0
Other,2017.0,30000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Mahindra,2014.0,80000.0,Diesel,Dealer,Manual,First Owner,620000.0
Maruti,2014.0,52000.0,Petrol,Dealer,Manual,Second Owner,395000.0
Maruti,2014.0,13250.0,Petrol,Dealer,Manual,First Owner,635000.0
Maruti,2011.0,36000.0,Petrol,Dealer,Manual,First Owner,180000.0
Maruti,2015.0,73000.0,Diesel,Dealer,Manual,Second Owner,484999.0
Maruti,2004.0,60000.0,Petrol,Individual,Manual,First Owner,110000.0
Maruti,2006.0,60000.0,Petrol,Individual,Manual,Second Owner,150000.0
Chevrolet,2012.0,110000.0,Diesel,Individual,Manual,First Owner,400000.0
Tata,2012.0,70000.0,Diesel,Individual,Manual,Second Owner,200000.0
Renault,2013.0,60000.0,Diesel,Individual,Manual,Second Owner,302000.0
Maruti,2011.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,215000.0
Maruti,2004.0,80000.0,Petrol,Individual,Manual,Second Owner,155000.0
Toyota,2014.0,101000.0,Diesel,Individual,Manual,Second Owner,1000000.0
Mahindra,2018.0,44000.0,Diesel,Individual,Manual,First Owner,550000.0
Maruti,2006.0,45000.0,Petrol,Individual,Manual,First Owner,200000.0
Mahindra,2017.0,120000.0,Diesel,Individual,Manual,First Owner,750000.0
Maruti,2005.0,90000.0,Petrol,Individual,Manual,Second Owner,90000.0
Maruti,2007.0,120000.0,Petrol,Individual,Manual,Second Owner,80000.0
Hyundai,2013.0,13500.0,Petrol,Individual,Manual,First Owner,229999.0
Renault,2017.0,10000.0,Petrol,Individual,Manual,First Owner,350000.0
Hyundai,2015.0,25000.0,Petrol,Individual,Manual,Third Owner,325000.0
Tata,2018.0,8500.0,Petrol,Individual,Manual,First Owner,450000.0
Maruti,2012.0,120000.0,Diesel,Individual,Manual,First Owner,250000.0
Volkswagen,2012.0,120000.0,Diesel,Individual,Manual,First Owner,225000.0
Maruti,2009.0,90246.0,Petrol,Individual,Manual,Third Owner,150000.0
Maruti,2008.0,90000.0,Petrol,Individual,Manual,Second Owner,110000.0
Maruti,2010.0,40000.0,Petrol,Individual,Manual,Second Owner,150000.0
Maruti,2001.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,165000.0
Renault,2017.0,32000.0,Diesel,Individual,Manual,Second Owner,610000.0
Tata,2013.0,60400.0,Diesel,Individual,Manual,First Owner,170000.0
Hyundai,2008.0,70950.0,Diesel,Individual,Manual,Second Owner,150000.0
Hyundai,2015.0,72000.0,Diesel,Individual,Manual,First Owner,375000.0
Maruti,2013.0,90000.0,Diesel,Individual,Manual,First Owner,390000.0
Hyundai,2017.0,10000.0,Petrol,Individual,Manual,First Owner,600000.0
Maruti,2014.0,25000.0,Petrol,Individual,Manual,Second Owner,204999.0
Hyundai,2009.0,80000.0,Diesel,Individual,Manual,Second Owner,270000.0
Hyundai,2017.0,10000.0,Petrol,Individual,Manual,First Owner,375000.0
Maruti,2020.0,1100.0,Petrol,Individual,Manual,First Owner,700000.0
Maruti,2017.0,40000.0,Petrol,Individual,Manual,First Owner,455000.0
Hyundai,2017.0,10000.0,Petrol,Individual,Manual,First Owner,375000.0
Hyundai,2014.0,31491.0,Petrol,Individual,Manual,First Owner,341000.0
Maruti,2014.0,107143.0,Diesel,Individual,Manual,Second Owner,200000.0
Maruti,2017.0,15000.0,Petrol,Individual,Automatic,First Owner,450000.0
Hyundai,2012.0,50000.0,Petrol,Individual,Manual,Second Owner,170000.0
Toyota,2017.0,100000.0,Diesel,Individual,Manual,First Owner,1200000.0
Mahindra,2016.0,60000.0,Diesel,Individual,Manual,First Owner,500000.0
Maruti,2016.0,85000.0,Diesel,Individual,Manual,First Owner,819999.0
Maruti,2014.0,40000.0,Petrol,Individual,Manual,Second Owner,351000.0
Hyundai,2011.0,80000.0,Petrol,Individual,Manual,Second Owner,195000.0
Maruti,2008.0,82000.0,Diesel,Individual,Manual,Second Owner,250000.0
Maruti,2008.0,70000.0,Petrol,Individual,Manual,Second Owner,120000.0
Maruti,2009.0,70000.0,Petrol,Individual,Manual,Third Owner,180000.0
Mahindra,2016.0,20000.0,Diesel,Individual,Manual,First Owner,430000.0
Tata,2012.0,35000.0,Petrol,Individual,Manual,Second Owner,75000.0
Mahindra,2017.0,80000.0,Diesel,Individual,Manual,First Owner,750000.0
Tata,2011.0,40000.0,Petrol,Individual,Manual,First Owner,60000.0
Toyota,2015.0,46412.0,Diesel,Individual,Manual,First Owner,1200000.0
Mahindra,2011.0,149534.8,Diesel,Individual,Manual,Fourth & Above Owner,390000.0
Mahindra,2016.0,50000.0,Diesel,Individual,Manual,First Owner,630000.0
Tata,2018.0,15000.0,Diesel,Individual,Manual,First Owner,1085000.0
Hyundai,2012.0,60000.0,Petrol,Individual,Manual,Second Owner,190000.0
Maruti,2018.0,25000.0,Petrol,Individual,Automatic,First Owner,550000.0
Maruti,2012.0,90000.0,Petrol,Individual,Manual,Third Owner,200000.0
Chevrolet,2011.0,60000.0,Petrol,Individual,Manual,First Owner,165000.0
Ford,2013.0,65000.0,Diesel,Individual,Manual,First Owner,260000.0
Maruti,2011.0,40000.0,Petrol,Individual,Manual,First Owner,151000.0
Maruti,2018.0,50000.0,Diesel,Individual,Manual,First Owner,780000.0
Tata,2012.0,80000.0,Diesel,Individual,Manual,Third Owner,175000.0
Tata,2010.0,107500.0,Diesel,Dealer,Manual,First Owner,170000.0
Tata,2013.0,135000.0,Diesel,Dealer,Manual,Second Owner,210000.0
Maruti,2007.0,43826.0,Petrol,Dealer,Manual,Second Owner,90000.0
Hyundai,2016.0,55838.0,Petrol,Dealer,Manual,First Owner,535000.0
Maruti,2007.0,112880.0,Diesel,Dealer,Manual,First Owner,195000.0
Tata,2011.0,90000.0,Diesel,Individual,Manual,Third Owner,140000.0
Nissan,2012.0,40000.0,Petrol,Individual,Manual,First Owner,350000.0
Hyundai,2013.0,66000.0,Petrol,Individual,Manual,First Owner,425000.0
Renault,2017.0,30300.0,Petrol,Individual,Manual,First Owner,300000.0
Volkswagen,2013.0,85000.0,Diesel,Individual,Manual,Second Owner,340000.0
Maruti,2009.0,80659.0,Petrol,Dealer,Manual,First Owner,250000.0
Chevrolet,2008.0,81324.0,Petrol,Dealer,Manual,First Owner,170000.0
Honda,2013.0,127884.0,Diesel,Dealer,Manual,First Owner,315000.0
Chevrolet,2015.0,50000.0,Petrol,Individual,Manual,First Owner,200000.0
Chevrolet,2016.0,25000.0,Petrol,Individual,Manual,First Owner,300000.0
Honda,2015.0,66755.0,Diesel,Dealer,Manual,First Owner,300000.0
Honda,2013.0,123084.0,Petrol,Dealer,Manual,First Owner,380000.0
Maruti,2009.0,149534.8,Petrol,Dealer,Manual,First Owner,250000.0
Honda,2013.0,95851.0,Diesel,Dealer,Manual,First Owner,310000.0
Maruti,2010.0,50000.0,Petrol,Individual,Manual,First Owner,260000.0
Maruti,2008.0,50000.0,Petrol,Individual,Manual,Second Owner,150000.0
Maruti,2006.0,60000.0,Petrol,Individual,Manual,Second Owner,85000.0
Maruti,2015.0,15000.0,Petrol,Individual,Manual,Second Owner,280000.0
Mahindra,2016.0,40000.0,Diesel,Individual,Manual,First Owner,850000.0
Other,2017.0,20000.0,Petrol,Individual,Manual,Second Owner,375000.0
Hyundai,2006.0,120000.0,Diesel,Individual,Manual,Third Owner,125000.0
Chevrolet,2012.0,110000.0,Diesel,Individual,Manual,First Owner,250000.0
Toyota,2014.0,149534.8,Diesel,Individual,Manual,First Owner,715000.0
Hyundai,2011.0,70000.0,Diesel,Individual,Manual,First Owner,220000.0
Tata,2010.0,110000.0,Diesel,Individual,Manual,Second Owner,110000.0
Hyundai,2007.0,84000.0,Petrol,Individual,Manual,Second Owner,150000.0
Nissan,2012.0,149534.8,Diesel,Individual,Manual,First Owner,300000.0
Other,2017.0,40000.0,Petrol,Individual,Manual,First Owner,220000.0
Maruti,2006.0,96000.0,Petrol,Individual,Manual,Second Owner,75000.0
Tata,2009.0,20000.0,Diesel,Individual,Manual,First Owner,100000.0
Ford,2016.0,15000.0,Petrol,Individual,Manual,First Owner,380000.0
Hyundai,2007.0,50000.0,Petrol,Individual,Manual,First Owner,100000.0
Volkswagen,2010.0,80000.0,Petrol,Individual,Manual,Second Owner,480000.0
Toyota,2012.0,124000.0,Diesel,Individual,Manual,First Owner,300000.0
Chevrolet,2013.0,70000.0,Diesel,Individual,Manual,First Owner,190000.0
Ford,2012.0,130000.0,Diesel,Individual,Manual,Second Owner,190000.0
Ford,2017.0,19014.0,Petrol,Dealer,Manual,First Owner,650000.0
Toyota,2009.0,23262.0,Petrol,Dealer,Manual,First Owner,300000.0
Ford,2016.0,29600.0,Diesel,Dealer,Manual,First Owner,700000.0
Hyundai,2015.0,35925.0,Petrol,Dealer,Manual,First Owner,310000.0
Maruti,2018.0,12000.0,Petrol,Individual,Manual,First Owner,500000.0
Toyota,2013.0,40771.0,Petrol,Dealer,Manual,First Owner,415000.0
Maruti,2015.0,30500.0,Petrol,Dealer,Automatic,Second Owner,395000.0
Toyota,2014.0,42000.0,Petrol,Dealer,Manual,Second Owner,430000.0
Toyota,2007.0,55800.0,Petrol,Dealer,Manual,Second Owner,215000.0
Renault,2014.0,66569.0,Diesel,Dealer,Manual,First Owner,550000.0
Volkswagen,2014.0,81358.0,Diesel,Dealer,Manual,First Owner,415000.0
Volkswagen,2015.0,82695.0,Diesel,Dealer,Manual,First Owner,450000.0
Ford,2014.0,68293.0,Diesel,Dealer,Manual,Second Owner,285000.0
Honda,2016.0,32000.0,Petrol,Dealer,Automatic,First Owner,580000.0
Maruti,2014.0,149534.8,Diesel,Dealer,Manual,First Owner,300000.0
Hyundai,2018.0,60000.0,Diesel,Individual,Manual,First Owner,1200000.0
Maruti,2006.0,64700.0,Petrol,Individual,Manual,First Owner,78000.0
Tata,2016.0,88470.0,Diesel,Individual,Manual,First Owner,400000.0
Hyundai,2016.0,75000.0,Diesel,Individual,Manual,First Owner,850000.0
Volkswagen,2013.0,120000.0,Diesel,Individual,Manual,Second Owner,450000.0
Other,2012.0,35000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Toyota,2017.0,70000.0,Diesel,Individual,Manual,First Owner,780000.0
Toyota,2017.0,57000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Maruti,2020.0,1000.0,Petrol,Individual,Manual,First Owner,350000.0
Mahindra,2013.0,120000.0,Diesel,Individual,Manual,Second Owner,285000.0
Volkswagen,2015.0,98000.0,Diesel,Dealer,Manual,First Owner,525000.0
Maruti,2014.0,90000.0,Diesel,Dealer,Manual,Second Owner,550000.0
Volkswagen,2018.0,70000.0,Diesel,Individual,Manual,First Owner,580000.0
Tata,2013.0,25000.0,Petrol,Individual,Manual,Third Owner,75000.0
Tata,2009.0,60000.0,Diesel,Individual,Manual,Third Owner,185000.0
Maruti,2007.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,110000.0
Honda,2004.0,149534.8,Petrol,Individual,Manual,Second Owner,180000.0
Volkswagen,2010.0,110000.0,Diesel,Individual,Manual,Second Owner,350000.0
Chevrolet,2005.0,126000.0,Petrol,Individual,Manual,Second Owner,60000.0
Mahindra,2018.0,70000.0,Diesel,Individual,Manual,First Owner,695000.0
Mahindra,2019.0,5000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Maruti,2007.0,74183.0,Petrol,Individual,Manual,Second Owner,135000.0
Mahindra,2015.0,70000.0,Diesel,Individual,Manual,Second Owner,640000.0
Maruti,2014.0,90000.0,Petrol,Individual,Manual,First Owner,160000.0
Tata,2004.0,46000.0,Petrol,Individual,Manual,Second Owner,80000.0
Maruti,2013.0,110000.0,Diesel,Individual,Manual,Second Owner,340000.0
Maruti,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,110000.0
Tata,2013.0,90000.0,Diesel,Individual,Manual,Second Owner,250000.0
Toyota,2017.0,70000.0,Diesel,Individual,Manual,First Owner,1200000.0
Mahindra,2014.0,1.0,Diesel,Individual,Manual,Second Owner,250000.0
Toyota,2009.0,149534.8,Diesel,Individual,Manual,First Owner,450000.0
Maruti,2013.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,240000.0
Mahindra,2007.0,120000.0,Diesel,Individual,Manual,Second Owner,225000.0
Maruti,2015.0,60000.0,Petrol,Individual,Manual,Second Owner,275000.0
Tata,2012.0,120000.0,Diesel,Individual,Manual,Second Owner,320000.0
Maruti,2008.0,120000.0,Petrol,Individual,Manual,First Owner,75000.0
Tata,2007.0,50000.0,Petrol,Individual,Manual,Second Owner,85000.0
Tata,2009.0,120000.0,Diesel,Individual,Manual,First Owner,90000.0
Maruti,2007.0,80000.0,Petrol,Individual,Manual,Second Owner,85000.0
Mahindra,2008.0,80000.0,Diesel,Individual,Manual,Second Owner,350000.0
Skoda,2009.0,100000.0,Diesel,Individual,Automatic,Second Owner,355000.0
Maruti,2020.0,1500.0,Petrol,Individual,Manual,First Owner,619000.0
Other,2018.0,50000.0,Diesel,Individual,Manual,First Owner,1200000.0
Tata,2006.0,100000.0,Diesel,Individual,Manual,Second Owner,55000.0
Ford,2006.0,83411.0,Petrol,Individual,Manual,First Owner,95000.0
Volkswagen,2011.0,120000.0,Diesel,Individual,Manual,Second Owner,300000.0
Ford,2006.0,83411.0,Petrol,Individual,Manual,First Owner,81000.0
Skoda,2015.0,80000.0,Diesel,Individual,Automatic,Second Owner,1000000.0
Maruti,2019.0,50000.0,Diesel,Individual,Manual,First Owner,925000.0
Mahindra,2015.0,40000.0,Diesel,Individual,Manual,First Owner,450000.0
Mahindra,2014.0,13270.0,Diesel,Individual,Manual,First Owner,600000.0
Hyundai,2006.0,100000.0,Petrol,Individual,Automatic,Third Owner,85000.0
Mahindra,2016.0,50000.0,Diesel,Individual,Manual,First Owner,700000.0
Hyundai,2017.0,26500.0,Petrol,Individual,Manual,First Owner,486000.0
Maruti,2013.0,90000.0,Diesel,Individual,Manual,First Owner,400000.0
Ford,2008.0,100000.0,Petrol,Individual,Manual,Third Owner,120000.0
Maruti,2018.0,35000.0,Petrol,Individual,Manual,First Owner,275000.0
Hyundai,2016.0,57000.0,Diesel,Individual,Manual,First Owner,580000.0
Maruti,2015.0,70000.0,Petrol,Individual,Manual,First Owner,375000.0
Maruti,2015.0,100000.0,Petrol,Individual,Manual,Third Owner,229999.0
Maruti,2010.0,88000.0,Petrol,Individual,Manual,Second Owner,110000.0
Maruti,2017.0,60000.0,Diesel,Individual,Manual,First Owner,600000.0
Maruti,2009.0,76000.0,Petrol,Individual,Manual,Second Owner,120000.0
Ford,2010.0,100000.0,Diesel,Individual,Manual,Second Owner,200000.0
Hyundai,2012.0,110000.0,Diesel,Individual,Manual,Second Owner,450000.0
Hyundai,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,550000.0
Maruti,2012.0,80000.0,Petrol,Individual,Manual,Second Owner,220000.0
Maruti,2001.0,30000.0,Petrol,Individual,Manual,First Owner,40000.0
Renault,2017.0,20000.0,Petrol,Individual,Automatic,First Owner,300000.0
Mahindra,2018.0,40000.0,Diesel,Individual,Manual,First Owner,630000.0
Maruti,2017.0,40000.0,Diesel,Individual,Manual,Second Owner,610000.0
Hyundai,2019.0,7000.0,Petrol,Individual,Manual,Second Owner,660000.0
Maruti,2012.0,80000.0,LPG,Individual,Manual,Second Owner,220000.0
Nissan,2011.0,90000.0,Diesel,Individual,Manual,Second Owner,138000.0
Nissan,2013.0,13770.0,Diesel,Individual,Manual,First Owner,210000.0
Maruti,2005.0,34000.0,Petrol,Dealer,Manual,First Owner,125000.0
Maruti,2008.0,102000.0,Petrol,Dealer,Manual,First Owner,125000.0
Honda,2014.0,110000.0,Diesel,Individual,Manual,First Owner,725000.0
Maruti,2011.0,90000.0,Petrol,Individual,Manual,Second Owner,170000.0
Toyota,2015.0,70000.0,Diesel,Individual,Manual,Third Owner,1200000.0
Maruti,2003.0,90000.0,Petrol,Individual,Manual,Second Owner,70000.0
Maruti,2007.0,70000.0,Petrol,Individual,Manual,Second Owner,100000.0
Honda,2006.0,80000.0,Petrol,Individual,Manual,Second Owner,300000.0
Maruti,2013.0,100000.0,Diesel,Individual,Manual,Second Owner,450000.0
Maruti,2015.0,100000.0,Diesel,Individual,Manual,First Owner,530000.0
Maruti,2007.0,143000.0,Petrol,Individual,Manual,Third Owner,100000.0
Honda,2010.0,115000.0,Petrol,Individual,Manual,Second Owner,350000.0
Tata,2011.0,100000.0,Diesel,Individual,Manual,Second Owner,165000.0
Maruti,2019.0,120000.0,Diesel,Individual,Manual,Second Owner,475000.0
Mahindra,2013.0,42000.0,Diesel,Individual,Manual,First Owner,350000.0
Renault,2016.0,38000.0,Petrol,Individual,Manual,First Owner,229999.0
Honda,2018.0,35000.0,Diesel,Individual,Manual,First Owner,800000.0
Maruti,2014.0,120000.0,Diesel,Individual,Manual,Second Owner,475000.0
Nissan,2014.0,136906.0,Diesel,Individual,Manual,First Owner,425000.0
Maruti,2015.0,97000.0,Diesel,Individual,Manual,Second Owner,660000.0
Honda,2019.0,10000.0,Petrol,Individual,Automatic,First Owner,610000.0
Honda,2013.0,50000.0,Petrol,Individual,Manual,Third Owner,240000.0
Maruti,2005.0,60000.0,Petrol,Individual,Manual,Second Owner,70000.0
Toyota,2011.0,120000.0,Diesel,Individual,Manual,First Owner,550000.0
Tata,2010.0,120000.0,Petrol,Individual,Manual,Second Owner,100000.0
Mahindra,2010.0,90000.0,Diesel,Individual,Manual,Second Owner,350000.0
Hyundai,2013.0,120000.0,Petrol,Individual,Manual,First Owner,200000.0
Hyundai,2019.0,3000.0,Petrol,Individual,Automatic,First Owner,720000.0
Maruti,2014.0,133000.0,Diesel,Individual,Manual,First Owner,350000.0
Maruti,2016.0,25000.0,Petrol,Individual,Manual,First Owner,400000.0
Hyundai,2017.0,35000.0,Petrol,Individual,Manual,First Owner,570000.0
Maruti,2015.0,70000.0,Petrol,Individual,Manual,First Owner,130000.0
Maruti,2016.0,52000.0,Petrol,Individual,Manual,First Owner,210000.0
Hyundai,2018.0,52000.0,Diesel,Individual,Manual,First Owner,800000.0
Honda,2017.0,39000.0,Diesel,Individual,Manual,First Owner,700000.0
Tata,2011.0,28689.0,Diesel,Individual,Manual,First Owner,200000.0
Tata,2014.0,90000.0,Diesel,Individual,Manual,Second Owner,495000.0
Ford,2014.0,80322.0,Diesel,Dealer,Manual,First Owner,325000.0
Ford,2019.0,8000.0,Petrol,Individual,Manual,First Owner,650000.0
